timestamp,latitude,longitude
2018-08-16 20:09:06.636000,49.1464633,-123.146514
2018-08-16 18:52:30.981000,49.1464692,-123.146906
2018-08-16 17:02:08.986000,49.1465467,-123.1467403
2018-08-16 05:34:45.977000,49.1463997,-123.1469818
2018-08-16 05:27:42.511000,49.1468148,-123.1471443
2018-08-16 05:12:13.034000,49.1263638,-123.1976314
2018-08-16 04:30:01.991000,49.1262846,-123.2006105
2018-08-16 04:25:41.874000,49.1263317,-123.1979178
2018-08-16 04:22:23.245000,49.1262966,-123.1936406
2018-08-16 04:19:18.325000,49.1280572,-123.191785
2018-08-16 04:17:18.290000,49.1338121,-123.1800631
2018-08-16 04:12:18,49.1465916,-123.1471167
2018-08-16 03:55:22.978000,49.1466605,-123.1466491
2018-08-16 02:49:05.983000,49.1464495,-123.1469342
2018-08-16 00:40:10.976000,49.146361,-123.1469603
2018-08-16 00:33:46.539000,49.1465237,-123.1469332
2018-08-16 00:27:54.129000,49.1465898,-123.1467025
2018-08-16 00:22:49.891000,49.1464818,-123.1469142
2018-08-15 23:59:54.467000,49.1441175,-123.1592802
2018-08-15 23:53:48.999000,49.1546001,-123.1583556
2018-08-15 23:52:16.030000,49.1549421,-123.1585141
2018-08-15 21:35:04.003000,49.154802,-123.1578395
2018-08-15 21:29:56.148000,49.1547001,-123.1579722
2018-08-15 21:27:10.499000,49.1546407,-123.1582029
2018-08-15 21:24:07.999000,49.1466359,-123.1468688
2018-08-15 21:21:54.042000,49.1468477,-123.1465258
2018-08-15 19:49:19.996000,49.1463091,-123.1468231
2018-08-15 19:43:33.188000,49.1465324,-123.146833
2018-08-15 19:36:39.188000,49.1548688,-123.12371
2018-08-15 19:32:50.426000,49.1548675,-123.1236383
2018-08-15 19:30:50.371000,49.1548675,-123.1236383
2018-08-15 19:27:03.677000,49.1548675,-123.1236383
2018-08-15 19:25:03.635000,49.1548675,-123.1236383
2018-08-15 19:23:03.602000,49.1548675,-123.1236383
2018-08-15 19:21:03.535000,49.1548675,-123.1236383
2018-08-15 19:19:03.503000,49.1548675,-123.1236383
2018-08-15 19:17:03.503000,49.1548675,-123.1236383
2018-08-15 19:13:03.496000,49.1548277,-123.1236813
2018-08-15 19:11:03.478000,49.1548277,-123.1236813
2018-08-15 19:08:49.999000,49.154855,-123.1236504
2018-08-15 19:07:03.444000,49.1553013,-123.1235724
2018-08-15 19:05:03.393000,49.1555494,-123.1370954
2018-08-15 19:00:02.500000,49.1465203,-123.1468589
2018-08-15 18:57:30.985000,49.1465092,-123.1468419
2018-08-15 18:47:46.830000,49.1464757,-123.1467463
2018-08-15 05:23:41.989000,49.1465203,-123.1468589
2018-08-15 03:07:12.673000,49.2688067,-123.1643443
2018-08-15 02:55:56.466000,49.2661987,-123.1647763
2018-08-15 02:46:19.652000,49.2662792,-123.1650283
2018-08-15 02:34:09.728000,49.266189,-123.164711
2018-08-15 02:32:15.411000,49.2625224,-123.1647002
2018-08-15 02:30:15.377000,49.2607646,-123.1530726
2018-08-15 02:28:15.406000,49.2503607,-123.1530553
2018-08-15 02:26:15.343000,49.2419803,-123.1424141
2018-08-15 02:24:15.320000,49.2386815,-123.1279064
2018-08-15 02:20:15.448000,49.2104953,-123.1301105
2018-08-15 02:18:15.308000,49.2061138,-123.1288774
2018-08-15 02:16:15.291000,49.1998308,-123.1355871
2018-08-15 02:14:15.279000,49.1884538,-123.1436514
2018-08-15 02:12:15.256000,49.176955,-123.146685
2018-08-15 02:10:15.285000,49.1724819,-123.1466244
2018-08-15 02:05:15,49.1466733,-123.1468154
2018-08-15 02:02:30.663000,49.1467433,-123.1464809
2018-08-15 01:18:52.231000,49.1467751,-123.1464422
2018-08-15 00:55:34.196000,49.1465578,-123.1468144
2018-08-15 00:28:37.656000,49.2104027,-123.1171253
2018-08-15 00:21:59.401000,49.2352873,-123.1158324
2018-08-14 22:48:40.269000,49.2353476,-123.1159476
2018-08-14 22:43:30.655000,49.2353326,-123.1158719
2018-08-14 22:39:37.337000,49.235283,-123.1142951
2018-08-14 22:37:37.273000,49.2335594,-123.1167955
2018-08-14 22:35:02.890000,49.2314645,-123.1193328
2018-08-14 22:30:36.999000,49.2218737,-123.1197204
2018-08-14 22:09:55.638000,49.2220433,-123.1199668
2018-08-14 22:03:37.999000,49.2220324,-123.1196922
2018-08-14 21:57:19.380000,49.2220385,-123.1198587
2018-08-14 20:45:03.657000,48.995216,-122.7356801
2018-08-14 20:24:34.781000,48.8246932,-122.555149
2018-08-14 19:50:45.999000,48.4754769,-122.3316087
2018-08-14 19:28:47.603000,48.4754241,-122.3316266
2018-08-14 19:26:08.026000,48.4755713,-122.3314747
2018-08-14 19:21:06.988000,48.4755184,-122.3312851
2018-08-14 18:22:25.251000,47.7765295,-122.1911615
2018-08-14 18:18:05.778000,47.709488,-122.1820425
2018-08-14 18:08:39.938000,47.6531118,-122.1546397
2018-08-14 14:32:47.657000,47.6529583,-122.1546484
2018-08-13 19:42:21.003000,47.6530037,-122.1547813
2018-08-13 19:30:18.135000,47.6530369,-122.1547236
2018-08-13 19:13:36.601000,47.6551869,-122.1670311
2018-08-13 18:51:57.643000,47.6533236,-122.1605669
2018-08-13 18:44:24.636000,47.6531258,-122.1547113
2018-08-13 18:44:10.649000,47.6531683,-122.1550107
2018-08-13 04:11:58.691000,47.6530974,-122.1549034
2018-08-13 04:08:39.724000,47.6530841,-122.1547406
2018-08-13 04:05:49.381000,47.6531043,-122.1547378
2018-08-13 03:51:28.009000,47.6321421,-122.1405788
2018-08-13 03:29:01.999000,47.6320791,-122.1404221
2018-08-13 03:27:40.250000,47.6354299,-122.1377692
2018-08-13 03:22:39.999000,47.6529954,-122.154406
2018-08-13 03:08:58.769000,47.6533426,-122.154948
2018-08-12 23:01:11.733000,47.6529027,-122.1546485
2018-08-12 22:36:09.572000,47.653061,-122.1544983
2018-08-12 21:18:09.048000,47.5807607,-122.3259752
2018-08-12 21:15:40,47.5843176,-122.3201602
2018-08-12 21:12:26,47.6054409,-122.3306334
2018-08-12 21:08:05.999000,47.6043901,-122.3342206
2018-08-12 21:05:31,47.6112469,-122.3410789
2018-08-12 21:00:08,47.6144891,-122.3464734
2018-08-12 20:59:50,47.6143044,-122.3460272
2018-08-12 20:56:45,47.6148458,-122.3471783
2018-08-12 20:53:20.999000,47.6144891,-122.3464734
2018-08-12 20:52:04.155000,47.6149912,-122.3485418
2018-08-12 20:49:20.294000,47.6262628,-122.3438672
2018-08-12 20:46:26.948000,47.6269435,-122.3490074
2018-08-12 20:42:44.075000,47.6256975,-122.3490257
2018-08-12 20:38:43,47.6242708,-122.3479014
2018-08-12 20:33:57.002000,47.6210066,-122.3478286
2018-08-12 20:29:41,47.6184011,-122.3478455
2018-08-12 20:26:23,47.6173481,-122.3463811
2018-08-12 20:22:34.967000,47.6144253,-122.3469392
2018-08-12 16:55:09,47.6143448,-122.346777
2018-08-12 14:35:48,47.6144359,-122.3474231
2018-08-12 06:23:35.923000,47.614365,-122.3465359
2018-08-12 06:06:21.015000,47.6140667,-122.3453563
2018-08-12 06:02:28.999000,47.6119857,-122.3429307
2018-08-12 05:59:20.001000,47.61179,-122.3403595
2018-08-12 05:52:43,47.608947,-122.3385839
2018-08-12 05:48:34,47.6069843,-122.3359648
2018-08-12 05:45:15.999000,47.605124,-122.3364701
2018-08-12 05:42:02.004000,47.6035196,-122.3365916
2018-08-12 05:32:27.161000,47.6031808,-122.3430554
2018-08-12 05:16:55.323000,47.5957377,-122.4301685
2018-08-12 04:53:19.613000,47.622492,-122.5097159
2018-08-12 04:25:46,47.6036103,-122.3767872
2018-08-12 04:23:01.354000,47.6035081,-122.355457
2018-08-12 04:19:55.773000,47.6029162,-122.3407653
2018-08-12 04:01:50,47.6030479,-122.3379893
2018-08-12 03:58:19.055000,47.6035361,-122.3383373
2018-08-12 03:55:03.072000,47.6050626,-122.3399616
2018-08-12 03:52:40.003000,47.6065345,-122.3408575
